urn	name	type
10004154	Northumberland National Park Authority	Other
10009606	Northumbria Probation Trust	TBA
10015491	Northwest Regional Development Agency	NDPB
10040380	Northwood Headquarters	TBA
10025639	Norwich Bioscience Institutes	TBA
10030799	Nottingham County Court	TBA
10024533	Nottinghamshire Probation Trust	TBA
10011624	Notts BPA Black Police Association	Charity
10051307	NS&I	Non-ministerial department
10013179	Nuclear Decommissioning Authority	NDPB
10051308	Nuclear Liabilities Financing Assurance Board	Advisory non-departmental public body
10051309	Nuclear Research Advisory Council	Advisory non-departmental public body
10009618	Nursing and Midwifery Council	NDPB
10023991	OAC	TBA
10012992	ODPM Firelink	NDPB
10051310	Ofcom	Other
10041796	Office for Budget Responsibility	TBA
10026567	Office for Civil Society	TBA
10013851	Office for Criminal Justice Reform	Executive Agency
10051311	Office for Disability Issues	Sub-organisation
10020019	Office for Fair Access	NDPB
10051312	Office for Life Sciences	Sub-organisation
10051313	Office for Low Emission Vehicles	Sub-organisation
10002280	Office for National Statistics	Executive Agency
10040738	Office for Nuclear Regulation	TBA
10029833	Office for Security and Counter-Terrorism	TBA
10009632	Office for Standards in Education	Non Ministerial Government Department
10025239	Office for Tenants and Social Landlords (Tenants Services Authority)	TBA
10009636	Office of Fair Trading	Non Ministerial Government Department
10051314	Office of Financial Sanctions Implementation	Sub-organisation
10019868	Office of HM Paymaster General	TBA
10009639	Office of Manpower Economics	NDPB
10009650	Office of Rail and Road	Non Ministerial Government Department
10015963	Office of Science and Technology	TBA
10009643	Office of Surveillance Commissioners	NDPB
10009229	Office of the Advocate General for Scotland	Department
10024718	Office of the Children's Commissioner	NDPB
10021213	Office of the Commissioner for Public Appointments	TBA
10009637	Office of the Gas and Electricity Markets	Non Ministerial Government Department
10032705	Office of the Health Professions Adjudicator	Executive Agency
10038094	Office Of The Immigration Services	TBA
10009646	Office of the Immigration Services Commissioner	NDPB
10019870	Office of the Judge Advocate General	Executive Agency
10051373	Office of the Leader of the House of Commons	Ministerial department
10029897	Office Of The Leader Of The House Of Lords	Department
10018004	Office of The Legal Services	TBA
10051315	Office of the Parliamentary Counsel	Sub-organisation
10009649	Office of the Private Public Partnership Arbiter	TBA
10009874	Office of the Public Guardian	Executive Agency
10027250	Office of the Qualifications and Examinations Regulator	Non Ministerial Government Department
10051316	Office of the Regulator of Community Interest Companies	Other
10029896	Office Of The Solicitor To The Advocate General	TBA
10019728	Office of the Strategic Health Authorities	Executive Agency
10012390	Official Solicitor and Public Trustee	TBA
10051317	Ofgem	Non-ministerial department
10051318	Ofqual	Non-ministerial department
10051319	Ofsted	Non-ministerial department
10043430	Oil and Gas Authority	Executive Agency
10018377	Olympic Delivery Authority	NDPB
10040356	Op KIPION	TBA
10051320	Open Public Services	Sub-organisation
10043424	Operational Delivery Profession	Other
10040423	Operational Training And Advisory Group	TBA
10003114	Ordnance Survey	Executive Agency
10035030	Other CG	Option 1
10031516	Outer Hebrides Fisheries Trust	TBA
10023591	Overseas Service Pensions Scheme Advisory Board	TBA
10027234	P.P.P.A	TBA
10034745	Parades Commission for Northern Ireland	TBA
10034746	Paradigm Services Limited	TBA
10030533	Park Terrace Surgery	Health
10009735	Parliamentary Communications Directorate	TBA
10009737	Parliamentary Estates Directorate	NDPB
10024094	Parliamentary Information Communication Technologies	TBA
10019964	Parole Board for England and Wales	NDPB
10019954	Partnership for Action Against Wildlife Crime	NDPB
10030800	Patents County Court	TBA
10051321	Patents Court	Court
10040524	Patrol	TBA
10009756	Pay and Personnel Agency MOD	Executive Agency
10043005	Payment Systems Regulator	TBA
10001071	Peak District National Park Authority	TBA
10014427	Pension Protection Fund	NDPB
10051374	Pension Protection Fund Ombudsman	Tribunal non-departmental public body
10043869	Pension Wise	Other
10026300	Pensions Advisory Service The	NDPB
10026980	Pensions Disability and Carers Service	Executive Agency
10009783	Pensions Ombudsman	NDPB
10001953	Pensions Regulator The	NDPB
10023199	Pensions Regulator Tribunal	TBA
10027731	Perinatal Institute	Support
10023877	Personal Account Delivery Authority	TBA
10019936	Pesticide Residues Committee	NDPB
10040371	Piave Lines	TBA
10035749	Pinnacle Services	TBA
10000303	Pirbright Institute The	TBA
10051322	Planning Court	Court
10009811	Planning Inspectorate	Executive Agency
10051323	Plant Varieties and Seeds Tribunal	Tribunal non-departmental public body
10030293	Plymouth Marine Laboratory	NDPB
10040759	Police And Crime Commission The	TBA
10040067	Police and Crime Commissioner of Cleveland	TBA
10051324	Police Discipline Appeals Tribunal	Tribunal non-departmental public body
10017872	Policy Studies Institute	Universities
10026052	Poole Law Courts	TBA
10030538	Portaferry Health Centre	Health
10030539	Portglenone Health Centre	Health
10034388	Portsmouth Combined Court	TBA
10030541	Possilpark Health Centre	Health
10023460	Post Conflict Reconstruction Unit	Executive Agency
10009837	Postal Services Commission	Non Ministerial Government Department
10012981	PPP Project	TBA
10042530	Prime Minister's Office, 10 Downing Street	Executive Office
10013565	Prince of Wales Office The	TBA
10013431	Prince of Wales's Charitable Foundation The	TBA
10003697	Prince William of Gloucester Barracks	TBA
10030694	Principal Registry Of The Family Division	TBA
10051325	Prison Service Pay Review Body	Advisory non-departmental public body
10006419	Prison Services College	NDPB
10015962	Prisons and Probation Ombudsman	TBA
10051326	Privy Council Office	Other
10007343	Project Phoenix	TBA
10004010	Proudman Oceanographic Laboratory	TBA
10023004	PTS Consortium	TBA
10027362	Public Health England	NDPB
10027936	Public Health Laboratory Service London	Central Bodies
10009876	Public Lending Right	NDPB
10038262	Public Service Transformation Network The	TBA
10023590	Public Services Productivity Panel	NDPB
10015375	Public Works Loan Board	TBA
10006035	QCIS SSO	TBA
10011779	Qinetiq Limited	TBA
10009902	Queen Elizabeth II Conference Centre	Executive Agency
10004797	Queen Victoria School	Executive Agency
10051327	Queen's Bench Division of the High Court	Court
10051328	Queen's Harbour Master	Sub-organisation
10051375	Radioactive Waste Management	Other
10019937	Radioactive Waste Management Advisory Committee	NDPB
10041500	Radioactive Waste Management Limited	TBA
10033605	RAF APPRENTICESHIPS MANAGEMENT TEAM	TBA
10020303	RAF Bentley Priory	TBA
10035905	RAF Scampton	TBA
10023293	RAF Stanbridge	TBA
10021877	RAF Training Group Defence Agency	TBA
10009941	RAF Waddington	TBA
10029108	RAF Woodvale	TBA
10019087	Rail Accident Investigation Branch	Transport
10014206	Rail Passengers Council	NDPB
10009944	Rail Users Consultative Committee for Wales	TBA
10023594	Railway Heritage Committee	TBA
10030543	Randalstown Medical Practice	Health
10025298	Recruiting Group MOD	Cross Service
10025353	Regents Park Barracks	TBA
10040425	Regimental Headquarters	TBA
10041379	Regimental Headquarters The Rifles	TBA
10019991	Regional Industrial Development Boards	NDPB
10009982	Registered Inspectors of School Appeals	NDPB
10023573	Regular Commissions Board The	TBA
10051329	Regulatory Delivery	Sub-organisation
10051330	Regulatory Policy Committee	Advisory non-departmental public body
10027760	Renal Registry	Support
10025632	Renewable Fuels Agency	NDPB
10006042	Research Council Procurement Organisation	NDPB
10011936	Research Councils UK	TBA
10026403	Research Sites Restoration Limited	TBA
10032384	Reserve Forces and Cadets Association for Yorkshire and The Humber	TBA
10032412	Reserve Forces' and Cadets' Associations	TBA
10029746	Reserve Forces and Cadets for East Anglia	TBA
10051331	Reserve Forces Appeal Tribunal	Tribunal non-departmental public body
10015966	Residential Property Tribunal Service	NDPB
10035471	Resources Officer 70 Gurkha FD Squadron	TBA
10051332	Review Board for Government Contracts	Advisory non-departmental public body
10051333	Review Body on Doctors' and Dentists' Remuneration	Advisory non-departmental public body
10015310	RHQ The Parachute Regiment	TBA
10035306	Riots Communities and Victims Panel	Department
10040366	Risborough Barracks	TBA
10026598	RN Limited	TBA
10027287	RNAS Yeovilton	TBA
10034783	Road Safety Education Branch	TBA
10002665	Rothamsted Research	NDPB
10010062	Royal Air Force Museum	Executive Agency
10010064	Royal Armouries Museum	NDPB
10005531	Royal Botanic Gardens	NDPB
10024877	Royal Centre for Defence Medicine	TBA
10041689	Royal College of Defence Studies	TBA
10010080	Royal Commission on Environmental Pollution	NDPB
10010085	Royal Courts of Justice	NDPB
10002503	Royal Defence Medical College	TBA
10013555	Royal Farms Windsor The	TBA
10002504	Royal Hospital Haslar	TBA
10010096	Royal Household	TBA
10005533	Royal Logistics Corps The Princess Royal Barracks	TBA
10023574	Royal Marines	TBA
10015377	Royal Marines Museum	TBA
10029866	Royal Marines Reserves Bristol	TBA
10019123	Royal Military Academy Sandhurst The	TBA
10029969	Royal Military School of Music	TBA
10004079	Royal Mint	Executive Agency
10051376	Royal Mint Advisory Committee	Advisory non-departmental public body
10042532	Royal Museums Greenwich	TBA
10002505	Royal Naval Museum	NDPB
10021321	Royal Navy Submarine Museum	Executive Agency
10042201	Royal Parks	Executive Agency
10029946	Royal Regiment of Scotland The	TBA
10028785	Royal School of Artillery	TBA
10040385	Royal School of Military Engineering	TBA
10027401	Royal School of Signals The	TBA
10051334	Rural Development Programme for England Network	Sub-organisation
10000344	Rural Payments Agency	Executive Agency
10026292	Rutherford Appleton Laboratory	TBA
10010150	S2087 IPT	TBA
10051750	Salford County Court Money Claims Centre	TBA
10025906	Salford Magistrates Court	TBA
10026480	Salisbury Law Courts	TBA
10037025	Scenesafe Limited	TBA
10018795	School of Electronic and Aeronautical Engineering	TBA
10010184	School Teachers' Review Body	NDPB
10019939	Science Advisory Council	NDPB
10006031	Science and Technology Facilities Council	NDPB
10040600	Science Museum Group	Executive non-departmental public body
10014001	Science Museum London The	NDPB
10051335	Scientific Advisory Committee on the Medical Implications of Less-Lethal Weapons	Advisory non-departmental public body
10019948	Sea Fish Industry Authority	NDPB
10018645	SEAE	TBA
10023586	Secret Intelligence Service	TBA
10041805	Secretary of State for Defence, as represented by MOD ISS DIST The	TBA
10023589	Section 706 Tribunal	TBA
10010242	Security Industry Authority	NDPB
10014208	Security Services group	TBA
10051336	Security Vetting Appeals Panel	Advisory non-departmental public body
10023252	Sellafield Limited	Magnox Family
10051337	Senior Courts Costs Office	Court
10051338	Senior Salaries Review Body	Advisory non-departmental public body
10019969	Sentencing Council for England and Wales	Advisory non-departmental public body
10025129	Sentencing Guidelines Council	NDPB
10010256	Serco Defence and Aerospace	TBA
10012401	Serious Fraud Office	Non Ministerial Government Department
10012492	Service Childrens Education	Executive Agency
10036634	Service Children's Education Agency	Executive Agency
10042535	Service Complaints Commissioner	TBA
10051339	Service Complaints Ombudsman	Other
10024910	Service Familes Accommodation Store County Antrim	TBA
10013036	Service Families Accommodation Store	TBA
10025978	Service Personnel and Veterans Agency	Cross Service
10041980	Service Police Crime Bureau	None
10051340	Service Prosecuting Authority	Other
10030474	Shantallow Health Centre	Health
10026495	Sheffield Consolidation Project	TBA
10042114	Single Source Regulations Office	None
10026433	Sir Alastair Hardy Foundation for Ocean Studies	Charity
10010310	Sir John Soane's Museum	NDPB
10021882	Skillfast UK Limited	Sector Skills Agency
10021883	Skills for Justice	Sector Skills Agency
10021884	Skills for Logistics	Sector Skills Agency
10021885	Skills for Security	Other
10042537	Skills Funding Agency	Executive Agency
10021886	SkillsActive	Sector Skills Agency
10021887	Skillset	Sector Skills Agency
10021888	Skillsmart Retail Limited	Sector Skills Agency
10011313	Small Business Service	TBA
10030699	Snaresbrook Crown Court	TBA
10023518	Social Care Institute for Excellence	TBA
10051341	Social Mobility and Child Poverty Commission	Advisory non-departmental public body
10051342	Social Science Research Committee	Advisory non-departmental public body
10051343	Social Security Advisory Committee	Advisory non-departmental public body
10002519	SODEXHO Defence Services	TBA
10026507	Sodexho Logistic Support Unit	TBA
10006251	Solihull Magistrates Court	TBA
10026973	South Bedfordshire Magistrates Court	TBA
10032408	South Central Prisons	TBA
10032409	South Central Probation	TBA
10026988	South Downs National Park Authority	Other
10005546	South East England Development Agency	NDPB
10027215	South Sefton Magistrates Court	TBA
10005834	South Tyneside Magistrates Court	TBA
10004788	South Wales Borderers Museum	TBA
10010362	South Wales Magistrates Courts Committee	Local Government
10032398	South West Prisons	TBA
10032399	South West Probation	TBA
10001236	South West Regional Development Agency	NDPB
10010365	South West Rent Assessment Panel	NDPB
10005722	South Yorkshire Magistrates Court	NDPB
10014209	South Yorkshire Probation Trust	TBA
10010375	Southern Rent Assessment Panel	NDPB
10033121	Southern Sea Fisheries District Committee	TBA
10034820	Southway	TBA
10030700	Spalding Magistrates Court	TBA
10023200	Special Commissioners	TBA
10034821	Special Eu Programmes Body	TBA
10019940	Spongiform Encephalopathy Advisory Committee	NDPB
10010404	Sport England	NDPB
10035650	Sports Grounds Safety Authority	Executive non-departmental public body
10022119	Springfields Fuels Limited	TBA
10025433	St Albans Crown Court	TBA
10030701	Stafford Combined Court	TBA
10042956	Staffordshire and West Midlands Community Rehabilitation Company	Other
10013444	Staffordshire and West Midlands Probation Trust	TBA
10036721	Standards and Testing Agency	NDPB
10040395	Stationary Store	TBA
10013007	STEPS Contract Management Team	TBA
10030852	Stevenage Magistrates	TBA
10023219	Strategic Communication Laboratories	TBA
10050967	STRATEGIC WEAPONS PROJECT TEAM	TBA
10027513	Strategy Policy and Governance	TBA
10010649	Student Loans Company	NDPB
10010655	Suffolk Magistrates Court	NDPB
10022920	Sunnyside Training Limited	TBA
10036876	Supreme Court of the United Kingdom	TBA
10041524	Surface Transport  DTO	Transport
10041525	Surface Transport  MSF	Transport
10041526	Surface Transport  RNM	Transport
10020818	Surrey and Sussex Probation Trust	TBA
10005570	Surrey Magistrates Courts Committee	TBA
10051344	Surveillance Camera Commissioner	Other
10014533	Sustainable Development Commission	NDPB
10030702	Sutton Coldfield Magistrates Court	TBA
10037477	Tate	TBA
10010701	Tate Britain	NDPB
10023692	Tate Modern	NDPB
10051345	Technology and Construction Court	Court
10026876	Technology Strategy Board	NDPB
10025449	Tenant Services Authority	NDPB
10012517	Thames Gateway Strategic Executive	NDPB
10019978	Thames Valley Probation Trust	TBA
10015932	The Adjudicator's Office	TBA
10019912	The Advisory Council on National Records and Archives	NDPB
10004993	The Charity Commission	Non Ministerial Government Department
10007780	The Crown Estate	TBA
10019958	The Great Britain-China Centre	NDPB
10008839	The Insolvency Service	Executive Agency
10051347	The Jeffrey Review	Other
10051378	The Legal Ombudsman	Other
10051348	The National Archives	Non-ministerial department
10021401	The Parliamentary and Health Service Ombudsman	TBA
10051349	The Pensions Advisory Service	Executive non-departmental public body
10051350	The Pensions Regulator	Executive non-departmental public body
10051351	The Reviewing Committee on the Export of Works of Art and Objects of Cultural Interest	Advisory non-departmental public body
10023587	The Security Service	TBA
10021823	The Tech Partnership	Sector Skills Agency
10051352	The Theatres Trust	Advisory non-departmental public body
10009652	The Water Services Regulation Authority	Non Ministerial Government Department
10020039	Theatres Trust The	NDPB
10013815	Thurrock Thames Gateway Urban Development Corporation	NDPB
10010886	Torpedo Countermeasures	TBA
10026412	Totesport	TBA
10010905	Traffic Area Network	TBA
10051353	Traffic Commissioners for Great Britain	Tribunal non-departmental public body
10041527	Tramlink	Transport
10020001	Transport Focus	NDPB
10015378	Transport Research Laboratory	TBA
10051354	Treasure Valuation Committee	Advisory non-departmental public body
10051355	Tribunal Procedure Committee	Advisory non-departmental public body
10024403	Tribunal Services Group Billing	TBA
10020009	Tribunals Service	NDPB
10029855	Tribunals Service Group Billing South	TBA
10020002	Trinity House	NDPB
10041255	Tubelines	TBA
10030858	Tyne and Weir Magistrates Court	TBA
10006776	UFI Limited	TBA
10027075	UK Anti-Doping	TBA
10043489	UK Asset Resolution	Other
10004745	UK Atomic Energy Authority	NDPB
10005429	UK Border Agency	TBA
10024279	UK Commission for Employment and Skills	TBA
10010955	UK Debt Management Office	Executive Agency
10042544	UK Export Finance	Department
10010957	UK Film Council	NDPB
10036422	UK Financial Investments Limited	TBA
10027364	UK Government Decontamination Service	TBA
10044103	UK Government Investments	TBA
10038479	UK Green Investment Bank	TBA
10051356	UK Holocaust Memorial Foundation	Advisory non-departmental public body
10005071	UK Hydrographic Office	Executive Agency
10005219	UK National Codification Bureau	TBA
10015953	UK Office of the European Parliament	TBA
10027199	UK Shared Business Services Limited	TBA
10032669	UK Space Agency	Executive Agency
10010959	UK Sport	NDPB
10025797	UK Statistics Authority	Non-ministerial department
10019959	UK Trade & Investment	NDPB
10051357	UK Visas and Immigration	Sub-organisation
10051358	UKTI Education	Sub-organisation
10051359	UKTI Life Sciences Organisation	Sub-organisation
10044106	Undercover Policing Inquiry	Other
10040422	University of London Air Squadron	TBA
10033017	Upper Tribunal (Administrative Appeals Chamber)	Tribunal non-departmental public body
10033015	Upper Tribunal (Immigration and Asylum Chamber)	Tribunal non-departmental public body
10018998	Upper Tribunal (Lands Chamber)	Tribunal non-departmental public body
10033016	Upper Tribunal (Tax and Chancery Chamber)	Tribunal non-departmental public body
10033014	Upper Tribunals	Executive Agency
10006083	URS Defence	TBA
10003914	Uxbridge Magistrates Court	TBA
10011366	Valuation Office Agency	Executive Agency
10011020	Valuation Tribunal	Tribunal non-departmental public body
10023198	VAT and Duties Tribunals	TBA
10011022	Vehicle Certification Agency	Executive Agency
10051544	Veteran UK- War Pensions	Other
10051360	Veterans Advisory and Pensions Committees	Advisory non-departmental public body
10051545	Veterans UK- Armed Forces Pensions Scheme	Other
10015248	Veterinary Medicines Directorate	Executive Agency
10051361	Veterinary Products Committee	Advisory non-departmental public body
10051362	Victims' Advisory Panel	Advisory non-departmental public body
10051363	Victims' Commissioner	Other
10011025	Victoria and Albert Museum	NDPB
10041528	Victoria Coach Station	Transport
10015950	Visas UK	TBA
10051364	VisitBritain	Executive non-departmental public body
10011034	VisitBritain British Tourist Authority	NDPB
10035039	VisitEngland	TBA
10034209	Voice Of America	TBA
10021891	Voluntary Sector Workforce Development Hub	TBA
10030703	Wakefield Magistrates Courts	TBA
10032390	Wales Prisons	TBA
10032391	Wales Probation	TBA
10027393	Wales Probation Trust	TBA
10010850	Wallace Collection	NDPB
10030967	Warminster Garrison	TBA
10011067	Warship Support Agency	Executive Agency
10041760	Warwickshire and West Mercia Community Rehabilitation Company Limited The	TBA
10028850	Warwickshire Probation Trust	TBA
10015129	WaterVoice	Executive Agency
10051365	Wave Hub	Other
10030662	Wellwynd Practice	Health
10030704	West Bromwich Court	TBA
10006298	West Mercia Magistrates Courts	NDPB
10011117	West Mercia Probation Trust	TBA
10013353	West Midlands Magistrates Courts Committee	TBA
10032394	West Midlands Prisons	TBA
10032395	West Midlands Probation	TBA
10022929	West Midlands Regional Observatory	TBA
10006728	West Yorkshire Magistrates Court Service	NDPB
10006729	West Yorkshire Magistrates Courts Service	TBA
10014210	West Yorkshire Probation Trust	TBA
10021893	Westminster Foundation for Democracy	NDPB
10036480	Westminster Magistrate Court	TBA
10029319	Whittington Barracks	TBA
10018013	Whole Fleet Management	Executive Agency
10015958	Whole of Government Accounts	TBA
10023598	Wilton Park Advisory Council	NDPB
10006592	Wilton Park Executive Agency	Executive Agency
10013104	Wiltshire Magistrates Courts Service	NDPB
10015308	Wiltshire Probation Trust	TBA
10014945	Wired GOV	TBA
10043501	Woolwich County Court	Department
10028849	York and North Yorkshire Probation Trust	TBA
10020915	Yorkshire and Humber Sustainable Futures Co Limited	TBA
10032402	Yorkshire and Humberside Prisons	TBA
10032403	Yorkshire and Humberside Probation	TBA
10020060	Yorkshire Dales National Park Authority	Other
10040369	Yorkshire Regiment Area Office The	TBA
10011281	Youth Justice Board for England and Wales	NDPB
