Count,Name,Department,Classification,PB13 Entry,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,Chair's Remuneration (p.a. unless otherwise stated),Chief Executive / Secretary,Chief Executive / Secretary Remuneration,Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Government Funding,Total Gross Expenditure,Staff employed,Audit Arrangements,OCPA Regulated,Chair Ministerial or non-ministerial Appt,Chair Paid or unpaid,Chair Male?,Chair Female?,Chair Gender Unknown/ undeclared?,Board Members Ministerial or non-ministerial Appt,Board Members Paid or unpaid,Male Board Members,Female Board Members,Gender Unknown/ undeclared Board Members,No. Bodies
1,Nuclear Research Advisory Council,Ministry of Defence,Advisory NDPB,FULL,Retain,No,"The Nuclear Research Advisory Council (NRAC) is charged with reviewing the Atomic Weapons Establishment nuclear warhead capability sustainment programme, including the requirement for above ground experiments and other facilities and techniques necessary to develop and maintain a UK nuclear weapon capability in the absence of underground testing. The Council also examines the Atomic Weapons Establishments programme of international collaboration.","Established 2001. Triennial Review underway. Goverment funding for both NRAC and Defence Nuclear Safety Committee (DNSC) are aggregated, see funding for DNSC. ","1.L.14, MOD Main Building, Whitehall, London, SW1A 2HB",0207 218 7606,DST-StratTechNWTSCB@mod.uk,https://www.gov.uk/government/organisations/nuclear-research-advisory-council,Professor R Cashmore,£465 per day,Civil Servant,Civil Servant,No,No,No,PHSO,2013,2010,-,"£44,906",1,NAO,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,5,0,0,1
1,Review Board for Government Contracts,Ministry of Defence,Advisory NDPB,FULL,Retain,Yes,"Under an agreement between the UK Government and the Confederation of British Industry, first made in 1968, a Government Profit Formula and Associated Arrangements (GPF AA) exists to give contractors engaged on non-competitive government work a fair return.  The Board exists to make recommendations in respect of the GPF; to prescribe the Government Accounting Conventions for use in determining overhead costs; to resolve references to the Review Board by either MOD or Industry and to publish reviews on the GPF (known colloquially as the ""Yellow Book"").
","Established 1969. Following the passage of the defence reform Act 2014, it is intended that Review Board for Government will be replaced by a new executive NDPB, the Single Source Regulations Office.","Deloitte LLP, Athene Place, 66 Shoe Lane, London, EC4A 3BQ",020 7007 1512 ,geoffclark@deloitte.co.uk,https://www.gov.uk/government/organisations/review-board-for-government-contracts,John Price,"£11,750",Mr Geoff Clark,£0,No,No,No,-,2014,-,"£230,450","£229,463",1,-,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,3,1,0,1
1,Royal Air Force Museum,Ministry of Defence,Executive NDPB,FULL,Retain,No,"The Royal Air Force (RAF) Museum's objective is to promote public understanding of the history and traditions of the Royal Air Force by collecting, preserving and exhibiting artefacts and materials.",Established 1963.,"Grahame Park Way, Hendon, London, NW9 5LL",020 8205 2266,london@rafmuseum.org,http://www.rafmuseum.org.uk/,ACM Sir Glenn Torpy,£0,Mr John Kitchen,"£90,000-£95,000",No,Yes,Yes,PHSO,2013,2011/12,"£9,283,000","£12,651,847",182,NAO,Yes,Ministerial,Unpaid,1,0,0,Ministerial,Unpaid,12,1,0,1
1,Science Advisory Committee on the Medical Implications of Less-Lethal Weapons,Ministry of Defence,Advisory NDPB,FULL,Retain,No,"To provide advice on the biophysical, biomechanical, pathological and clinical aspects of generic classes of less-lethal weapon systems.",Established 2009.,"HQ Surgeon General, Floor 6 Zone E, MOD Main Building, Whitehall, London, SW1A 2HB",020 7807 0464,david.holdridge114@mod.uk,https://www.gov.uk/government/organisations/science-advisory-committee-on-the-medical-implications-of-less-lethal-weapons,Prof R J Flower FRS,£465 per day,Mr David Holdridge,Civil Servant,No,No,Yes,PHSO,-,2014,"£52,000","£48,225",0,-,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,7,1,0,1
1,UK Hydrographic Office,Ministry of Defence,Executive Agency,FULL,-,No,"To provide navigation charts and other hydrographic products and services to Defence, UK and other Governments, and for commercial shipping.","Established 1996.  As a Trading Fund, UK Hydrographic Office (UKHO) raises its revenue through the sale of goods and services to customers.","UKHO, Admiralty Way, Taunton, Somerset, TA1 2DN",01823 337900,customerservices@ukho.gov.uk,http://www.ukho.gov.uk/,Sandra Rogers,£0,Ian Moncrieff CBE,£115000-£120000,No,No,Yes,PHSO,2013-14,2009/10,"£11,856,000","£130,542,000","1,114",NAO,No,Ministerial,Paid,-,1,0,2 Ministerial/5 non-Ministerial,2 Paid 5 Unpaid,6,1,0,1
13,Veterans Advisory and Pensions Committees (x 13),Ministry of Defence,Advisory NDPB,FULL,Retain,No,Veterans Advisory and Pensions Committees (VAPC) play a central role in promoting the interests and welfare of veterans by: raising awareness of schemes administered by DBS Veterans UK; welfare pathways; advising and signposting veterans; and providing a consultative body able to engage with the MOD.,Established 1921.  Formerly known as War Pensions Committees.,"VAPC Focal Point, DBS Veterans UK, Room 6406, Norcross, Lancashire FY5 3WP",0808 1914 2 18,veterans-uk@mod.uk,http://www.veterans-uk.info/,Multiple (13),£0,Carole Corbett,Civil Servant,No,Yes,No,-,2011,2011,"£30,000","£29,443",0,OCPA/internal,Yes,Ministerial,Unpaid,11(1 Vacancy),1,0,Ministerial,Unpaid,137,38,0,13
47,Advisory Committee on Justices of the Peace (x47),Ministry of Justice,Advisory NDPB,FULL,Merge,No,"To recruit, select and recommend to the Lord Chief Justice candidates with the necessary qualities for appointment as Justices of the Peace in England and Wales.",Established circa 1970s.  101 Committees were reorganised to 47 following a review in 2010.  Funding has been the responsibility of HM Courts & Tribunal Service since 1 April 2006.  Costs incurred come from within HM Courts Service expenditure.  Though there are 47 chairs (one for each committee) some committees also have a deputy chair and some have sub-committee chairs - hence the total number of appointments is given as 52. ,"Judicial Office, 10th Floor, Thomas More Building, Royal Courts of Justice, Strand, London WC2A 2LL ",020 7073 4778,jahan.noorrahman@judiciary.gsi.gov.uk,-,Multiple,None,Justices' Clerks act as secretaries to the Advisory Committee,Civil Servants,No,No,Yes,-,2013-14,2012,£0,-,0,NAO,Yes,Ministerial,Unpaid,33,19,0,Ministerial,Unpaid,261,254,0,47
1,Advisory Council on National Records and Archives,Ministry of Justice,Advisory NDPB,FULL,Retain,No,To advise the Lord Chancellor on matters relating to records and archives in the UK and in particular in England and Wales especially access to historical records and the preservation of records and manuscripts.,Established 2003.  The Advisory Council on National Records and Archives' costs (including audit costs) are budgeted through The National Archives.   One secretariat is employed by The National Archives and is a shared resource with the Advisory Panel on Public Sector Information.,"The National Archives, Chief Executives Office, Kew, Richmond, Surrey, TW9 4DU ",020 8392 5337,advisorycouncilsecretary@nationalarchives.gsi.gov.uk,http://www.nationalarchives.gov.uk/advisorycouncil/default.htm,Master of the Rolls - Lord Dyson,£0,Civil Service Secretariat ,Civil Servant,No,Yes,Yes,PHSO,2013-14,2013,"£4,368","£4,368",-,-,Yes,0,Unpaid,1,0,0,Ministerial,Unpaid,13,4,0,1
1,Advisory Panel on Public Sector Information,Ministry of Justice,Advisory NDPB,FULL,Retain,No,To advise Ministers on how to encourage and create opportunities in the information industry for greater re-use of public sector information; to advise on changes and opportunities in the information industry; to review and consider complaints under the Re-use of Public Sector Information Regulations 2005 and advise on the impact of the complaints procedures under those regulations. ,Established 2003.  The Advisory Panel on Public Sector Information's costs (including audit costs) are budgeted through The National Archives.  Triennial Review due 2013/2014.  One secretariat is employed by The National Archives and is a shared resource with the Advisory Council on National Records and Archives. ,"The National Archives, Chief Executives Office, Kew, Richmond, Surrey, TW9 4DU ",020 8392 5337,secretariat@appsi.gsi.gov.uk ,http://www.nationalarchives.gov.uk/appsi/default.htm,Professor David Rhind CBE,"£4,000",Civil Servant Secretariat,Civil Servant,No,Yes ,Yes,PHSO,2010,2010,"£6,244","£6,244",-,-,Yes,Ministerial,Paid,1,0,0,Ministerial,Unpaid,13,2,0,1
1,Civil Justice Council,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"The Civil Justice Council has a statutory duty under the Civil Procedure Act 1997 to keep the civil justice system under review; consider how to make the civil justice system more accessible, fair and efficient; advise the Lord Chancellor and the Judiciary on the development of the civil justice system; refer proposals for change in the civil justice system to the Lord Chancellor and the Civil Procedure Committee; and make proposals for research. ","Established under the Civil Procedure Act 1997. Of the non-Ministerial appointments, the Chair, the Deputy Chair and three of the members are judicial appointments (these three appointments were vacant until October 2012). Currently undergoing a Triennial Review.","Royal Courts of Justice, London, WC2A 2LL",020 7947 6670,cjc@judiciary.gsi.gov.uk,http://www.judiciary.gov.uk/about-the-judiciary/advisory-bodies/cjc,The Right Hon Lord Dyson,£0,Peter Farr,Civil Servant,Yes,Yes,Yes,-,2011-12,-,"£39,667","£42,321",2,-,Yes,Ex-officio,Unpaid,1,0,0,"15 Ministerial, 4 non-Ministerial",Unpaid,14,4,1,1
1,Civil Procedure Rule Committee,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"The Civil Procedure Rule Committee was created by virtue of Section 2 of the Civil Procedure Act 1997 (as amended by section 83 of the Courts Act 2003) to make rules of court for the Civil Division of the Court of Appeal, the High Court and the county courts.",Established 1998.  Minutes of meetings available on request.  One secretariat staff member.,"4th Floor, 102 Petty France, London, SW1H 9AJ",020 3334 3184,Jane.wright@justice.gsi.gov.uk,https://www.gov.uk/government/organisations/civil-procedure-rules-committee,Master of the Rolls - Lord Dyson,£0,Jane Wright,Civil Servant,Yes,No,Yes,-,2011,-,£0,£0,0,-,Yes,Ex-officio,Unpaid,1,0,0,8 Ministerial/8 non-Ministerial,Unpaid,13,3,0,1
1,Criminal Cases Review Commission,Ministry of Justice,Executive NDPB,FULL,Retain,No,"To review possible miscarriages of justice in the criminal courts of England, Wales and to refer appropriate cases to the appeal courts.",Established 1997.,"5 St Philip's Place, Birmingham, B3 2PW",0121 233 1473,info@ccrc.gov.uk,http://www.justice.gov.uk/about/criminal-cases-review-commission,Richard Foster CBE,"£83,840",Karen Kneller ,"£87,500",No,No,Yes,-,2013-14,2013,"£5,470,000","£6,237,000",96,NAO,Yes,Non-ministerial,Paid,1,0,0,11 Non-Ministerial,Paid,5,6,0,1
1,Criminal Injuries Compensation Authority,Ministry of Justice,Executive NDPB,FULL,Retain,No,A government organisation that can pay money (compensation) to people who have been physically or mentally injured because they were the blameless victim of a violent crime.,"Established 1996.  Formally transitioned to Executive Agency status 1 April 2014. CE Remuneration is salary received for 2013-14, plus any bonus paid.  There are no public appointments. ","Tay House, 300 Bath Street, Glasgow, G2 4LN",0300 003 3601,-,https://www.gov.uk/government/organisations/criminal-injuries-compensation-authority,-,-,Carole Oatway,"£95,000-£100,000",No,Yes,Yes,PHSO,2012-13,2013,"£247,091,000","£273,000,000",327,NAO,Yes,0,0,0,0,0,0,0,0,0,0,1
1,Criminal Procedure Rule Committee,Ministry of Justice,Advisory NDPB,FULL,Retain,No,To streamline and modernise the practice and procedure to be followed in the criminal trials of England and Wales (section 69 of the Courts Act 2003 refers.) The membership reflects the key participants in the conduct of a criminal case.  The Criminal Procedure Rule Committee consults widely before making new rules.,Established 2004.  The first Criminal Procedure Rules were made in 2005 and the first consolidated Criminal Procedure Rules were made in 2010.  Minutes of meetings available on request.,"Secretariat to the Criminal Procedure Rule Committee, 7th Floor 102 Petty France, London, SW1H 9AJ",0203 334 4031,"CriminalProcedureRuleEnquiries@justice.gsi.gov.uk
","https://www.gov.uk/government/organisations/criminal-procedure-rule-committee
","The Rt. Hon. Lord Judge, the Lord Chief Justice of England and Wales ",£0,Jonathan Solly,Civil Servant,Yes,No,Yes,-,-,-,£0,£0,0,-,Yes,Ex-officio,Unpaid,1,0,0,"1 Ex-officio, 5 non-Ministerial, 12 Ministerial",Unpaid,14,4,0,1
1,Family Justice Council,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"The Family Justice Council (FJC) aims to facilitate the delivery of better and quicker outcomes for families and children who use the family justice system. The Council's primary role is to promote an inter-disciplinary approach to family justice, and through consultation and research, to monitor how effectively the system both as a whole and through its component parts delivers the service the Government and the public need and to advise on reforms necessary for continuous improvement. It is chaired by the President of the Family Division and under its revised terms of reference provides expert advice directly to the Family Justice Board and Government on the operation and reform of the Family Justice System.","Established 2004.  The FJC Secretariat became part of the President of the Family Division's Private Office in August 2012.  The Triennial Review, which started in October 2013, is at the end of Stage 1, currently awaiting confirmation to commence Stage 2.","Office of the President of the Family Division, WG 62, Royal Courts of Justice, Strand, London, WC2A 2LL",020 7947 7333,fjc@justice.gsi.gov.uk,http://www.judiciary.gov.uk/about-the-judiciary/advisory-bodies/fjc,The President of the Family Division -Sir James Munby,£0,"Alex Clark, Secretary to FJC and Private Secretary to the President",Civil Servant,Yes,Yes,Yes,-,2013-14,-,"£18,000","£18,000",3,-,Yes,Ex-officio,Unpaid,1,0,0,Ministerial and non-Ministerial ,Unpaid,9,10,0,1
1,Family Procedure Rule Committee,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"The Family Procedure Rule Committee will seek to produce a single, coherent and simply expressed set of rules governing practice and procedure in family proceedings in the high court and family court. Before making such rules the committee will consult as it thinks appropriate.",Established 2004.  Minutes of meetings available on request.,"4th Floor, 102 Petty France, London SW1H 9AJ",0203 334 3181,clive.buckley@justice.gsi.gov.uk,http://www.justice.gov.uk/about/moj/advisory-groups/family-procedure-rule-committee,The President of the Family Division,£0,Clive Buckley,Civil Servant,Yes,Yes,Yes,-,2013-14,-,£0,£0,0,-,Yes,Non-ministerial,Unpaid,1,0,0,9 Ministerial / 7 non-Ministerial,Unpaid,12,4,0,1
1,Her Majesty's Courts and Tribunals Service,Ministry of Justice,Executive Agency,FULL,-,No,"HM Courts and Tribunals Service is responsible for the administration of the criminal, civil and family courts and tribunals in England and Wales and non-devolved tribunals in Scotland and Northern Ireland. It supports a fair, efficient and effective justice system delivered by an independent judiciary.",Established April 2011.  ,"102 Petty France, London SW1H 9AJ  
",020 3334 3555 ,general.queries@justice.gsi.gov.uk,http://www.justice.gov.uk/about/hmcts,Robert Ayling,"£20,000",Peter Handcock,"£145,000 - £150,000",No,No,Yes,PHSO,2013-14,-,"£1,044,155,000","£1,866,596,306","16,783",NAO,No,0,Paid,1,0,0,Non-Ministerial,2 Paid and 7 unpaid,8,1,0,1
1,Independent Advisory Panel on Deaths in Custody,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"To act as the primary source of independent advice to ministers and service leaders on measures to reduce the number and rate of deaths in custody.  To consult and engage with stakeholders to collect, analyse and disseminate information about deaths in custody and the lessons that can be learned from them.  To carry out thematic enquiries into areas of concern.  To issue and monitor compliance with guidance on best practice for reducing deaths in custody.  To commission research and make recommendations to ministers for changes in policy or operational practice, which would help to reduce the incidence of death in custody.","Established 2009.  Co-sponsored and funded by Ministry of Justice, Department of Health and Home Office.","4th Floor Clive House, 70 Petty France, London, SW1H 9EX",0300 047 5728,iapdeathsincustody@noms.gsi.gov.uk,http://iapdeathsincustody.independent.gov.uk/,Lord Toby Harris,"£15,000",Civil Servant Secretariat,Civil Servant,No,Yes,Yes,-,Jul-05,2011,"£300,000","£300,000",3,-,Yes,Ministerial,Paid,1,0,0,Minsiterial ,Paid,5,1,0,1
132,"Independent Monitoring Boards of Prisons, Immigration Removal Centres and Short-Term Holding Rooms (x132)",Ministry of Justice,Other NDPB,FULL,Retain,No,Independent Monitoring Boards are appointed by the Secretary of State under Section 6 of the Prisons Act 1952 or section 152 of the Immigration and Asylum Act 1999 as appropriate.  They act as independent watchdogs and their duty is to satisfy themselves as to the treatment of prisoners/detainees and the administration and state of the premises.,Each Board produces its own annual report.  Membership/gender numbers are as at 31 March 2014.  The number of Chairs as at 31 March 2014 was 130 with two vacancies. MoJ review of governance completed and sent to all members Sept 2014. Trienniel Review to take place towards end of 2014,"9th Floor, The Tower, 102 Petty France, London, SW1A 9AJ",020 3334 3265,imb@justice.gsi.gov.uk,http://www.justice.gov.uk/about/imb,Multiple (and a National Council President),£0,Civil Servant Secretariat,Civil Servant,No,No,No,-,2013,-,"£2,264,000","£2,129,000",16,-,Yes,Ministerial,Unpaid,68,62,5,Ministerial,Unpaid,763,773,0,132
1,Information Commissioners Office,Ministry of Justice,Executive NDPB,FULL,Retain,Yes,"The Information Commissioners Office is the UKs independent authority set up to uphold information rights in the public interest, promoting openness by public bodies and data privacy for individuals.",Established as the Data Protection Registrar by the Data Protection Act 1984 and renamed Information Commissioner 2001 in accordance with the Freedom of Information Act 2000.  Receives grant-in-aid from the Ministry of Justice for its Freedom of Information activities. Data protection is funded by notification fees received from individuals and organisations that process personal data.,"Wycliffe House, Water Lane, Wilmslow, Cheshire, SK9 5AF ",0303 123 1113,-,http://www.ico.org.uk/,-,-,Christopher Graham (Information Commissioner),"£140,000",No,Yes,Yes,PHSO,2012-13,-,"£4,000,000","£21,546,000",354,NAO,Yes,0,0,0,0,0,0,0,0,0,0,1
1,Insolvency Rules Committee,Ministry of Justice,Advisory NDPB,FULL,Retain,No,The Insolvency Rules Committee is appointed under section 413 of the Insolvency Act 1986 so that the Lord Chancellor may consult it before making any rules under section 411 (company insolvency rules) or section 412 (individual insolvency rules) of the Act.  The Committee consists of members of the legal and accountancy professionals.  ,"Established 1976 and re-constituted 1986.  The Chair and members are unremunerated, although they can claim expenses.  The Insolvency Service provides the secretariat.","4 Abbey Orchard Street, London, SW1P 2HT",0207 291 6744,Policy.Unit@insolvency.gsi.gov.uk,http://www.bis.gov.uk/insolvency,His Honour Mr Justice Richards,£0,Dean Beale,Civil Servant,No,No,No,-,-,2010,£0,£0,0,-,Yes,Non-ministerial,Unpaid,1,0,0,6 Ministerial / 3 non-Ministerial,Unpaid,5,4,0,1
1,Judicial Appointments Commission,Ministry of Justice,Executive NDPB,FULL,Retain,No,"The Judicial Appointments Commission is an independent commission that selects candidates for judicial office in courts and tribunals in England and Wales, and for some tribunals whose jurisdiction extends to Scotland or Northern Ireland.",Established 2006.  Chair is part time (0.4 FTE). Currently involved in a Triennial Review which is due to report by end of 2014,"5th Floor , 102 Petty France, London, SW1H 9AJ",020 3334 0123,jaas@jac.gsi.gov.uk,http://jac.judiciary.gov.uk/,Christopher Stephens,"£50,000-£55,000",Nigel Reeder,"£80,000-£85,000",No,Yes,Yes,Judicial Appointments and Conduct Ombudsman,2013/14,2006/07,"£4,500,000","£5,568,000",66,NAO,Yes,Non-ministerial,Paid,1,0,0,"3 Non-Ministerial, 10 Ministerial",3 Unpaid / 10 paid,6,7,0,1
1,Law Commission of England and Wales,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"The Law Commission is a statutory independent body. It was created to keep the law under review and, where necessary, to recommend reform of the law to Government. The Law Commissions aims are to ensure that the law is as fair, modern, simple and as cost-effective as possible. It reviews areas of the law that have become unduly complicated, outdated or unfair. It conducts research and consultation in order to: (1) make systematic recommendations for consideration by Parliament; (2) codify the law; (3) eliminate anomalies; (4) repeal obsolete and unnecessary enactments; and (5) reduce the number of separate statutes. The functions of the Law Commission are set out in two Acts, Law Commissions Act 1965 and Law Commission Act 2009.",Established by the Law Commissions Act 1965.,"1st Floor, Tower, 52 Queen Anne's Gate, London SW1H 9AG",0203 334 0200,enquiries@lawcommission.gsi.gov.uk,http://lawcommission.justice.gov.uk/,The Rt Hon. Lord Justice Lloyd Jones,£0,Elaine Lorimer,Civil Servant,No,Yes,Yes,PHSO,2013-14,2013,"£2,900,000","£3,956,111",53.19,NAO,Yes,Ministerial,Unpaid,1,0,0,4 Ministerial,Paid ,3,1,0,1
1,Legal Aid Agency,Ministry of Justice,Executive Agency,FULL,-,No,Legal Aid Agency,"Established April 2013 following the abolition of the Legal Services Commission as a result of the Legal Aid, Sentencing and Punishment of Offenders (LASPO) Act 2012, principally to improve clarity of accountability for and control of expenditure on legal aid.","102 Petty France, London SW1H 9AJ  ",020 3334 3555 ,general.queries@justice.gsi.gov.uk,http://www.justice.gov.uk/about/hmcts,CEO,-,Matthew Coats,"£150,000 -£160,000",No,No,Yes,PHSO,2013-14,-,"£1,976,150,000","£2,150,735,000",1560,NAO,Yes,Non-ministerial,Paid,1,0,0,165 Non-Ministerial,165 Paid,125,40,0,1
1,Legal Services Board,Ministry of Justice,Executive NDPB,FULL,Retain,Yes,"The Legal Services Board (LSB) oversees the regulation of legal services in England and Wales. It does this through its oversight of ten bodies, the approved regulators, who themselves regulate directly the circa 120,000 lawyers practising throughout the jurisdiction. The LSB does not regulate any legal service provider directly. Working with the approved regulators, the LSB is responsible for ensuring the highest standards of competence, conduct and service in the legal profession both for the benefit of individual consumers and the public generally. The LSB is also responsible for appointing the Office for Legal Complaints, to administer an ombudsman scheme to deal with consumers complaints about legal services.",Established 2009.,"One Kemble Street, London, WC2B 4AN
London
WC2B 4AN",020 7271 0050,contactus@legalservicesboard.org.uk,http://www.legalservicesboard.org.uk/,David Edmonds,"£63,000",Chris Kenny,"£160,000",No,Yes,Yes,-,2013-14,2012,"£4,266,000","£4,266,000",27,NAO,Yes,Ministerial,Paid,1,0,0,6 Ministerial,Paid,4,2,0,1
1,National Offender Management Service (NOMS),Ministry of Justice,Executive Agency,FULL,-,No,The Agency's role is to commission and provide offender services in the community and in custody ensuring best value for money from public resources. NOMS works to protect the public and reduce reoffending by delivering the punishment and orders of the courts and supporting rehabilitation by helping offenders to reform their lives.,"Established 2008.  The arrangements for the governance, accountability, financing, staffing and operation of NOMS, are set out in the Agency framework agreement and agreed between the Secretary of State and the Chief Executive, and approved by the Chief Secretary to the Treasury - this was last updated April 2011.  The Agency framework document was due for triennial review in 2014 but to take account of signficant forthcoming changes to the operating structure within NOMS, it has been agreed in line with Cabinet Office guidance that this will take place in 2015 to accurately capture the requisite governance relationships throughout the Department, the Agency and across all the public bodies. CE remuneration is salary 2013-14, plus any bonus paid.  The figures for funding and expenditure include the 35 Probation Trusts as per the NOMS published accounts.  However, the separate entry for the Trusts provides the figures for the Trusts only.  As an Executive Agency, the Chief Exec is the chair of the management board.  The members appointment information is for Non-Executive directors on the board.","Clive House, 70 Petty France, SW1H 9EX",0300 047 6325,public.enquiries@noms.gsi.gov.uk,http://www.justice.gov.uk/about/noms,-,-,Michael Spurr,"£145,000-£150,000",No,No,Yes,Prisons and Probation Ombudsman,2013-14,2011,"£3,666,664,000","£4,283,747,000","35,633",NAO,Yes,Non-ministerial,Unpaid,1,0,0,Non-Ministerial,Paid,3,1,0,1
1,Office of the Public Guardian,Ministry of Justice,Executive Agency,FULL,-,No,"The OPG's remit is to support and enable people to plan ahead to prepare for both their health and their finances to be looked after should they lose capacity in future, and to safeguard the interests of people who may lack the mental capacity to make certain decisions for themselves.","Established in 2007 under the Mental Capacity Act 2005.  OPG is wholly funded from fee income with the exception of exemptions and remissions which are funded by the taxpayer in compliance with Managing Public Money.  CE Remuneration is salary received for 2012-13, plus any bonus paid.  2012-13 Provision from 2013-14 Resource Estimate £-2576k.  As an Executive Agency, the Chief Exec is the chair of the management board. The members appointment information is for Non-Executive directors on the board.  Of the 615 staff, 462 are payroll, 153 are non payroll.","Office of the Public Guardian, PO Box 16185, Birmingham, B2 2WH

",0300 456 0300 ,customerservices@publicguardian.gsi.gov.uk,http://www.justice.gov.uk/about/opg,-,-,Alan Eccles,"£115,000",No,No,Yes,PHSO,2013-14,-,£0,"-£10,731,000",621.5,NAO,No,0,0,0,0,0,0,0,0,0,0,1
1,Parole Board of England and Wales,Ministry of Justice,Executive NDPB,FULL,Retain and substantially reform,No,The Parole Board is an independent body that works with its criminal justice partners to protect the public by risk assessing prisoners to decide whether they can be safely released into the community.,Established 1967.  Currently undergoing Triennial Review ,"Grenadier House, 99-105 Horseferry Road, London, SW1P 2DX",0300 047 4600,-,http://www.justice.gov.uk/about/parole-board,The Hon Sir David Calvert-Smith,"£55,000 - £62,000",Claire Bassett,"£90,000-£95,000",No,Yes,Yes,PHSO,2013-14,-,"£11,201,000","£12,890,000",93,NAO,Yes,Ministerial,Paid,1,0,0,215 Ministerial,Paid,128,87,0,1
1,Prison Services Pay Review Body,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"To provide independent advice on the remuneration of governing governors and operational managers, prison officers and support grades in the England and Wales Prison Service.   The Prison Services Pay Review Body (PSPRB) also provides independent advice on the remuneration of prison governors, prison officers and support grades in the Northern Ireland Prison Service.","Established 2001. The Secretariat for the PSPRB, as with all pay review bodies, is provided by the independent Office of Manpower Economics. ","8th Floor, Fleetbank House, 2-6 Salisbury Square, London EC4Y 8JX",020 7211 8257,dawn.camus@bis.gsi.gov.uk,https://www.gov.uk/government/organisations/prison-services-pay-review-body,Dr Peter Knight CBE,£350 per day ,Dawn Camus,Civil Servant,No,No,Yes,-,2014,2013/14 - Triennial review,"£43,150","£43,150",0,NAO/MoJ,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,3,3,0,1
35,Probation Trusts,Ministry of Justice,Executive NDPB,FULL,Retain,No,"Probation Trusts supervise offenders charged with and convicted of crimes.  The aim is to help offenders lead responsible and law abiding lives through providing advice to courts, assessment of offenders and judgement of how to reduce the risk they pose. Probation Trusts seek to influence positive changes in offenders behaviour, deliver the sentences of courts and work with other agencies to protect the public.","Majority established April 2010. Humberside, Leicestershire and Rutland, Merseyside and West Mercia established April 2008. Greater Manchester and Lancashire established April 2009.  Funding is the amount funded by National Offender Management Service through contract arrangements.  Expenditure is gross expenditure taken from the Trusts published accounts post audit and includes non-cash expenditure.",Various,Various,Various,http://www.justice.gov.uk/about/probation/probation-trusts,Multiple,-,Multiple,-,Yes,Yes,Yes,Prisons and Probation Ombudsman,2013-14,2013,"£783,860,000","£923,237,000","16,110",NAO/WAO,Yes,Ministerial,Paid,25,10,0,178 Ministerial,Paid,111,67,0,35
1,Sentencing Council for England and Wales,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"The Sentencing Council for England and Wales promotes greater consistency in sentencing, whilst maintaining the independence of the judiciary. The Council produces guidelines on sentencing for the judiciary and aims to increase public understanding of sentencing.","In 2010, the Sentencing Council replaced the Sentencing Guidelines Council (2004) and the Sentencing Advisory Panel (2004). The Lord Chief Justice is the president of the Sentencing Council. In his role he provides oversight to the Council and appoints judicial members. Board members - full time judicial members are not paid. The magistrate member is paid. Non judicial members who do not hold other public service roles are paid (currently 4 of 6)","Room EB16, Royal Courts of Justice, London WC2A 2LL",020 7071 5793,info@sentencingcouncil.gsi.gov.uk,http://sentencingcouncil.judiciary.gov.uk/index.htm,Lord Justice Treacy,£0,Michelle Crotty - Head of the Office of the Sentencing Council,Civil Servant,No,Yes,Yes,PHSO,2012-13,2010,"£1,580,000","£1,545,000",18,NAO through MoJ,Yes,Non-Ministerial,Unpaid,1,0,0,6 Ministerial / 7 non-ministerial,4,8,5,0,1
1,Tribunal Procedure Committee,Ministry of Justice,Advisory NDPB,FULL,Retain,No,"The Tribunal Procedure Committee was created by paragraph 22 of the Tribunals, Courts and Enforcement Act 2007 to make rules governing the practice and procedure in the Firsttier Tribunal and Upper Tribunal.",Established 2008.,"Area 4.38, 4th Floor, 102 Petty France, London, SW1H 9AJ",0203 334 4066,tpcsecretariat@justice.gsi.gov.uk ,http://www.justice.gov.uk/about/tribunal-procedure-committee,Mr Justice Brian Langstaff,£0,Julie McCallen,Civil Servant,No,No,Yes,N/A,2012-13,-,£0,£0,2,-,Yes,Non-ministerial,Unpaid,1,0,0,4 Ministerial / 4 non-Ministerial,Unpaid,7,1,0,1
